exactMatch,f1
0,0.0
1,1.0
1,1.0
0,0.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.12121212121212122
0,0.0
0,0.4444444444444445
1,1.0
1,1.0
0,0.0
0,0.0
0,0.0
1,1.0
0,0.0
0,0.26666666666666666
0,0.0
0,0.0
1,1.0
0,0.0
0,0.0
0,0.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,1.0
0,0.5
0,0.25
0,0.0
0,0.0
0,0.0
0,0.5714285714285715
0,0.0
1,1.0
0,0.6666666666666666
0,0.0
0,0.0
0,0.0
0,0.0
0,0.3076923076923077
0,0.0
0,0.0
0,0.0
1,1.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.5
0,0.0
1,1.0
0,0.0
0,0.0
0,0.8
0,0.0
0,0.6666666666666666
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1,1.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.0
1,1.0
1,1.0
0,0.5714285714285715
0,0.0
0,0.8
0,0.0
1,1.0
0,0.125
1,1.0
1,1.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.18181818181818182
0,0.0
0,0.0
0,0.5714285714285715
0,0.0
1,1.0
1,1.0
0,0.0
0,0.0
0,0.8
0,0.6666666666666666
0,0.33333333333333337
1,1.0
0,0.0
0,0.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.9090909090909091
1,1.0
0,0.0
0,0.0
1,1.0
1,1.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.5
0,0.0
1,1.0
1,1.0
0,0.4
0,0.8
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.22222222222222224
0,0.16666666666666669
0,0.0
0,0.0
